split,label,seq_length
train,abnormal,567
train,abnormal,570
train,abnormal,570
train,abnormal,570
train,abnormal,570
train,abnormal,570
train,abnormal,1186
train,abnormal,1186
train,abnormal,1186
train,abnormal,1186
train,abnormal,1215
train,abnormal,36
train,abnormal,36
train,abnormal,34
train,abnormal,34
train,abnormal,36
train,abnormal,33
train,abnormal,587
train,abnormal,107
train,abnormal,109
train,abnormal,114
train,abnormal,110
train,abnormal,110
train,abnormal,110
train,abnormal,587
train,abnormal,111
train,abnormal,107
train,abnormal,121
train,abnormal,4315
train,abnormal,49
train,abnormal,33
train,abnormal,37
train,abnormal,33
train,abnormal,33
train,abnormal,2674
train,abnormal,2082
train,abnormal,19328
train,abnormal,32890
train,abnormal,2371
train,abnormal,2892
train,abnormal,3990
train,abnormal,2266
train,abnormal,2436
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,85
train,abnormal,86
train,abnormal,85
train,abnormal,86
train,abnormal,32
train,abnormal,32
train,abnormal,32
train,abnormal,32
train,abnormal,32
train,abnormal,53
train,abnormal,20159
train,abnormal,30911
train,abnormal,1205
train,abnormal,35
train,abnormal,19369
train,abnormal,19373
train,abnormal,19369
train,abnormal,19369
train,abnormal,19369
train,abnormal,20252
train,abnormal,3867305
train,abnormal,19369
train,abnormal,34
train,abnormal,937
train,abnormal,40
train,abnormal,40
train,abnormal,40
train,abnormal,40
train,abnormal,40
train,abnormal,40
train,abnormal,42
train,abnormal,40
train,abnormal,42
train,abnormal,10678
train,abnormal,9714
train,abnormal,8912
train,abnormal,78
train,abnormal,78
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,33
train,abnormal,32
train,abnormal,32
train,abnormal,32
train,abnormal,32
train,abnormal,32
train,abnormal,32
train,abnormal,35
train,abnormal,14900
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,41
train,abnormal,33
train,abnormal,33
train,abnormal,35928
train,abnormal,53150
train,abnormal,49339
train,abnormal,1535916
train,abnormal,29
train,abnormal,29
train,abnormal,29
train,abnormal,29
train,abnormal,1288
train,abnormal,1215
train,abnormal,1281
train,abnormal,85
train,abnormal,767
train,abnormal,12271582
train,abnormal,11462502
train,abnormal,10629967
train,abnormal,23540112
train,abnormal,13387
train,abnormal,33
train,abnormal,33
train,abnormal,587
train,abnormal,587
train,abnormal,587
train,abnormal,587
train,abnormal,587
train,abnormal,587
train,abnormal,587
train,abnormal,587
train,abnormal,587
train,abnormal,587
train,abnormal,587
train,abnormal,587
train,abnormal,587
train,abnormal,587
train,abnormal,587
train,abnormal,587
train,abnormal,587
train,abnormal,587
train,abnormal,587
train,abnormal,587
train,abnormal,587
train,abnormal,587
train,abnormal,587
train,abnormal,587
train,abnormal,587
train,abnormal,587
train,abnormal,587
train,abnormal,589
train,abnormal,587
train,abnormal,589
train,abnormal,591
train,abnormal,587
train,abnormal,589
train,abnormal,587
train,abnormal,589
train,abnormal,587
train,abnormal,587
train,abnormal,587
train,abnormal,31
train,abnormal,34
train,abnormal,34
train,abnormal,34
train,abnormal,34
train,abnormal,34
train,abnormal,33
train,abnormal,595
train,abnormal,596
train,abnormal,21389
train,abnormal,592
train,abnormal,596
train,abnormal,21117
train,abnormal,597
train,abnormal,14129
train,abnormal,596
train,abnormal,600
train,abnormal,596
train,abnormal,596
train,abnormal,17029
train,abnormal,593
train,abnormal,593
train,abnormal,593
train,abnormal,15550
train,abnormal,14841
train,abnormal,627
train,abnormal,16014
train,abnormal,568
train,abnormal,593
train,abnormal,593
train,abnormal,593
train,abnormal,620
train,abnormal,593
train,abnormal,16563
train,abnormal,599
train,abnormal,593
train,abnormal,591
train,abnormal,597
train,abnormal,597
train,abnormal,593
train,abnormal,569
train,abnormal,572
train,abnormal,21144
train,abnormal,17845
train,abnormal,600
train,abnormal,7163
train,abnormal,7163
train,abnormal,7191
train,abnormal,7191
train,abnormal,959
train,abnormal,959
train,abnormal,959
train,abnormal,959
train,abnormal,959
train,abnormal,959
train,abnormal,7191
train,abnormal,959
train,abnormal,7191
train,abnormal,959
train,abnormal,959
train,abnormal,2509
train,abnormal,2524
train,abnormal,2617
train,abnormal,2717
train,abnormal,2791
train,abnormal,8540
train,abnormal,12004883
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,38
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,2898
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,34
train,abnormal,34
train,abnormal,34
train,abnormal,34
train,abnormal,34
train,abnormal,34
train,abnormal,34
train,abnormal,34
train,abnormal,10870
train,abnormal,42
train,abnormal,34
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,32
train,abnormal,35
train,abnormal,35
train,abnormal,34
train,abnormal,34
train,abnormal,34
train,abnormal,34
train,abnormal,34
train,abnormal,35
train,abnormal,30
train,abnormal,30
train,abnormal,30
train,abnormal,30
train,abnormal,30
train,abnormal,23785
train,abnormal,30
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,34
train,abnormal,34
train,abnormal,34
train,abnormal,34
train,abnormal,34
train,abnormal,34
train,abnormal,34
train,abnormal,34
train,abnormal,29
train,abnormal,29
train,abnormal,37
train,abnormal,914
train,abnormal,440
train,abnormal,33
train,abnormal,7453
train,abnormal,6752
train,abnormal,42
train,abnormal,13136
train,abnormal,27057
train,abnormal,25747
train,abnormal,24573
train,abnormal,25435
train,abnormal,19659
train,abnormal,1479
train,abnormal,27612
train,abnormal,25315
train,abnormal,5465
train,abnormal,20242
train,abnormal,19612
train,abnormal,21383
train,abnormal,20956
train,abnormal,950
train,abnormal,18371
train,abnormal,18860
train,abnormal,2885
train,abnormal,20674
train,abnormal,10112
train,abnormal,13388
train,abnormal,8652
train,abnormal,9752
train,abnormal,29428
train,abnormal,27130
train,abnormal,21862
train,abnormal,18484
train,abnormal,21039
train,abnormal,22793
train,abnormal,38262
train,abnormal,32036
train,abnormal,25609
train,abnormal,28674
train,abnormal,23733
train,abnormal,128391
train,abnormal,30
train,abnormal,303
train,abnormal,2301496
train,abnormal,37695
train,abnormal,1371171
train,abnormal,899980
train,abnormal,170621
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,38
train,abnormal,38
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,31
train,abnormal,50
train,abnormal,12850
train,abnormal,30612
train,abnormal,38
train,abnormal,20290
train,abnormal,38
train,abnormal,38
train,abnormal,22862
train,abnormal,38
train,abnormal,38
train,abnormal,34147
train,abnormal,614
train,abnormal,614
train,abnormal,136
train,abnormal,555
train,abnormal,556
train,abnormal,559
train,abnormal,556
train,abnormal,558
train,abnormal,559
train,abnormal,559
train,abnormal,13102
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,1222451
train,abnormal,36
train,abnormal,1238
train,abnormal,1243
train,abnormal,11607
train,abnormal,34
train,abnormal,34
train,abnormal,81
train,abnormal,4677
train,abnormal,7142
train,abnormal,29
train,abnormal,29
train,abnormal,29
train,abnormal,29
train,abnormal,29
train,abnormal,29
train,abnormal,29
train,abnormal,29
train,abnormal,7142
train,abnormal,7142
train,abnormal,29
train,abnormal,34
train,abnormal,35
train,abnormal,33193519
train,abnormal,85
train,abnormal,85
train,abnormal,88
train,abnormal,35
train,abnormal,7721
train,abnormal,5622
train,abnormal,766
train,abnormal,7796
train,abnormal,7350
train,abnormal,37937
train,abnormal,13183
train,abnormal,8167
train,abnormal,5369
train,abnormal,707
train,abnormal,170
train,abnormal,37
train,abnormal,1139449
train,abnormal,4835364
train,abnormal,6583550
train,abnormal,1310281
train,abnormal,628812
train,abnormal,1203
train,abnormal,238345
train,abnormal,7409111
train,abnormal,424069
train,abnormal,1345773
train,abnormal,3023985
train,abnormal,2900468
train,abnormal,1242
train,abnormal,4316
train,abnormal,1241
train,abnormal,32
train,abnormal,32
train,abnormal,34
train,abnormal,34
train,abnormal,15328
train,abnormal,30442
train,abnormal,26699
train,abnormal,25230
train,abnormal,41261
train,abnormal,42031
train,abnormal,35737
train,abnormal,8301
train,abnormal,17993
train,abnormal,19532
train,abnormal,665
train,abnormal,17206
train,abnormal,10061
train,abnormal,38
train,abnormal,38
train,abnormal,38
train,abnormal,40
train,abnormal,38
train,abnormal,3269
train,abnormal,4078
train,abnormal,2147
train,abnormal,4768
train,abnormal,18445
train,abnormal,9198
train,abnormal,18212
train,abnormal,34
train,abnormal,9554
train,abnormal,10314
train,abnormal,10138
train,abnormal,29
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,14160
train,abnormal,8148
train,abnormal,34
train,abnormal,78
train,abnormal,55
train,abnormal,33
train,abnormal,34
train,abnormal,33
train,abnormal,33
train,abnormal,32
train,abnormal,33
train,abnormal,33
train,abnormal,34
train,abnormal,33
train,abnormal,32
train,abnormal,2136
train,abnormal,32
train,abnormal,33
train,abnormal,33
train,abnormal,2257
train,abnormal,34
train,abnormal,33
train,abnormal,33
train,abnormal,32
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,34
train,abnormal,32
train,abnormal,32
train,abnormal,2072
train,abnormal,32
train,abnormal,33
train,abnormal,33
train,abnormal,2334
train,abnormal,2595
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,32
train,abnormal,33
train,abnormal,32
train,abnormal,33
train,abnormal,4890
train,abnormal,1235
train,abnormal,124
train,abnormal,7135205
train,abnormal,6948686
train,abnormal,8835
train,abnormal,405
train,abnormal,22360
train,abnormal,23902
train,abnormal,7935
train,abnormal,11252
train,abnormal,20112
train,abnormal,7044
train,abnormal,50643
train,abnormal,40491
train,abnormal,36559
train,abnormal,2551
train,abnormal,2605
train,abnormal,4686
train,abnormal,107375
train,abnormal,114716
train,abnormal,107331
train,abnormal,107371
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,31
train,abnormal,14268
train,abnormal,9402
train,abnormal,3955
train,abnormal,2152
train,abnormal,2034
train,abnormal,1846
train,abnormal,129934
train,abnormal,239990
train,abnormal,288766
train,abnormal,726305
train,abnormal,74612
train,abnormal,64181
train,abnormal,901034
train,abnormal,344782
train,abnormal,604836
train,abnormal,389408
train,abnormal,165391
train,abnormal,594522
train,abnormal,8028171
train,abnormal,6968845
train,abnormal,39
train,abnormal,31
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,33
train,abnormal,47
train,abnormal,32
train,abnormal,29
train,abnormal,2189
train,abnormal,1993
train,abnormal,15351
train,abnormal,34
train,abnormal,34
train,abnormal,34
train,abnormal,5876
train,abnormal,5397
train,abnormal,4954
train,abnormal,5311
train,abnormal,5002
train,abnormal,9653
train,abnormal,1350
train,abnormal,1236
train,abnormal,1246
train,abnormal,10795
train,abnormal,9459
train,abnormal,12558
train,abnormal,10884
train,abnormal,12158
train,abnormal,15211
train,abnormal,21130
train,abnormal,18415
train,abnormal,13776
train,abnormal,6376
train,abnormal,4292
train,abnormal,20671810
train,abnormal,18320670
train,abnormal,18014610
train,abnormal,13284972
train,abnormal,14512468
train,abnormal,13340246
train,abnormal,17662722
train,abnormal,17434116
train,abnormal,13515511
train,abnormal,13712076
train,abnormal,2969590
train,abnormal,22838643
train,abnormal,2808454
train,abnormal,12044420
train,abnormal,17779687
train,abnormal,16816570
train,abnormal,16973836
train,abnormal,11743546
train,abnormal,16016394
train,abnormal,19503098
train,abnormal,13291806
train,abnormal,16492850
train,abnormal,16453143
train,abnormal,16335512
train,abnormal,11730014
train,abnormal,11445092
train,abnormal,16268647
train,abnormal,15014890
train,abnormal,11831403
train,abnormal,11380980
train,abnormal,11261022
train,abnormal,12508268
train,abnormal,446935
train,abnormal,15994204
train,abnormal,11171360
train,abnormal,16228232
train,abnormal,11361186
train,abnormal,694872
train,abnormal,10853080
